endTime,artistName,trackName,msPlayed
2020-01-17 14:24:00-05:00,Boy & Bear,Back to Black,203080
2020-01-17 14:28:00-05:00,Próxima Parada,Desert Bloom II,210280
2020-01-17 14:31:00-05:00,Duncan Fellows,Sleeper,192081
2020-01-17 14:34:00-05:00,Mac Miller,Circles,170360
2020-01-17 14:37:00-05:00,Tony K,No Offense,155700
2020-01-17 14:41:00-05:00,Mac Miller,Complicated,232211
2020-01-17 14:43:00-05:00,Reem,Only One,138000
2020-01-17 14:46:00-05:00,Mac Miller,Blue World,209440
2020-01-17 14:49:00-05:00,Tony K,Holding On,183046
2020-01-17 14:55:00-05:00,Mac Miller,Good News,342040
2020-01-17 14:58:00-05:00,Tony K,Don't Want It,198461
2020-01-17 15:02:00-05:00,Mac Miller,I Can See,220853
2020-01-17 15:05:00-05:00,Reem,Higher,196500
2020-01-17 15:10:00-05:00,Mac Miller,Everybody,256506
2020-01-17 15:29:00-05:00,Mac Miller,Complicated,16277
2020-01-17 15:32:00-05:00,Mac Miller,Circles,170360
2020-01-17 15:36:00-05:00,Mac Miller,Complicated,232211
2020-01-17 15:39:00-05:00,Mac Miller,Blue World,209440
2020-01-17 15:45:00-05:00,Mac Miller,Good News,342040
2020-01-17 15:49:00-05:00,Mac Miller,I Can See,220853
2020-01-17 15:53:00-05:00,Mac Miller,Everybody,256506
2020-01-17 15:55:00-05:00,Mac Miller,Woods,0
2020-01-17 15:58:00-05:00,Mac Miller,Good News,21235
2020-01-17 15:58:00-05:00,Zack Fox,Jesus Is The One (I Got Depression),112800
2020-01-17 16:02:00-05:00,Johan Lenox,High in the Woods (feat. Vic Mensa),219069
2020-01-17 16:06:00-05:00,Rayland Baxter,Willy's Song,223546
2020-01-17 16:09:00-05:00,Mt. Joy,Silver Lining,198600
2020-01-17 16:10:00-05:00,Wilderado,Rubble To Rubble,1109
2020-01-17 16:10:00-05:00,Tokyo Police Club,Ready to Win,39778
2020-01-17 16:10:00-05:00,Mt. Joy,Julia,895
2020-01-17 16:10:00-05:00,Nick Lutsko,All Shook Up,12778
2020-01-17 16:10:00-05:00,LAW,Good Thing / Liquor Store,1066
2020-01-17 16:13:00-05:00,Michigan Rattlers,Drinking Song,171840
2020-01-17 16:15:00-05:00,Caamp,I Keep Going,166000
2020-01-17 16:19:00-05:00,RIZ LA VIE,Stay,230243
2020-01-17 16:23:00-05:00,Perfect Confusion,Make Peace and be Free,230880
2020-01-17 16:27:00-05:00,Carter Reeves,Alone Time,206666
2020-01-17 16:30:00-05:00,Caamp,All the Debts I Owe,193048
2020-01-17 16:33:00-05:00,Jake Quillin,Lay Down and Die,167213
2020-01-17 16:41:00-05:00,Jake Quillin,Losing Sleep,6741
2020-01-17 16:41:00-05:00,Pigeons Playing Ping Pong,Kiwi,509493
2020-01-17 16:48:00-05:00,Aaron Kamm and the One Drops,Make It Better,397266
2020-01-17 16:52:00-05:00,Tony K,Die Alone,22516
2020-01-17 16:52:00-05:00,Magic City Hippies,Hush,228847
2020-01-17 16:56:00-05:00,The Floozies,Nothing to Lose,240000
2020-01-17 16:59:00-05:00,Magic City Hippies,Limestone,209164
2020-01-17 17:04:00-05:00,Pigeons Playing Ping Pong,Julia,313000
2020-01-17 17:09:00-05:00,The Rolling Stones,Beast Of Burden - Remastered,265173
2020-01-17 17:12:00-05:00,Generationals,TenTwentyTen,202613
2020-01-17 17:17:00-05:00,The Rolling Stones,Gimme Shelter,270773
2020-01-17 17:20:00-05:00,Sure Sure,This Must Be The Place,219260
2020-01-17 17:23:00-05:00,Sturgill Simpson,Sing Along,174568
2020-01-17 17:38:00-05:00,Pigeons Playing Ping Pong,F.U.,100615
2020-01-17 17:43:00-05:00,Pigeons Playing Ping Pong,Julia,313000
2020-01-17 17:44:00-05:00,Generationals,TenTwentyTen,3622
2020-01-17 17:44:00-05:00,The Rolling Stones,Beast Of Burden - Remastered,82028
2020-01-17 17:45:00-05:00,The Rolling Stones,Gimme Shelter,25681
2020-01-17 17:48:00-05:00,Carter Reeves,Alone Time,206666
2020-01-17 17:51:00-05:00,Caamp,All the Debts I Owe,155018
2020-01-17 17:54:00-05:00,Mariachi Vargas De Tecalitlan,Camino De Guanajuato,175800
2020-01-17 17:57:00-05:00,Mariachi Vargas De Tecalitlan,El Querreque,208973
2020-01-17 18:00:00-05:00,José Alfredo Jimenez,Sonaron Cuatro Balazos - Me Volví Rebelde,194333
2020-01-17 18:03:00-05:00,José Alfredo Jimenez,Qué Bonito Amor,153666
2020-01-17 18:03:00-05:00,Mariachi Vargas De Tecalitlan,El Viajero,21593
2020-01-17 18:07:00-05:00,Matt Maeson,I Just Don't Care That Much,205653
2020-01-17 18:09:00-05:00,Pepe Aguilar,No Vale la Pena,154739
2020-01-17 18:13:00-05:00,Mariachi Vargas De Tecalitlan,Cielito Lindo,221773
2020-01-17 18:16:00-05:00,Pepe Aguilar,Ya Viene Amaneciendo,178647
2020-01-17 18:18:00-05:00,Natalia Lafourcade,Ciudad Hermosa,101294
2020-01-17 18:22:00-05:00,Maná,En El Muelle De San Blas,258912
2020-01-17 18:26:00-05:00,Jaguares,Como Tú,259133
2020-01-17 18:28:00-05:00,Café Tacvba,1-2-3,34842
2020-01-17 18:28:00-05:00,Making Movies,Amor De Mis Amores,13979
2020-01-17 18:30:00-05:00,Luis Miguel,La fiesta del mariachi,128301
2020-01-17 18:33:00-05:00,Hip Spanic Allstars,La Boa,192100
2020-01-17 18:37:00-05:00,Melodico,Madre,201233
2020-01-17 18:40:00-05:00,Andy Vargas,El Beat - Radio Edit,181732
2020-01-17 18:44:00-05:00,Vicente Fernández,En la Cárcel de Tu Adiós,247080
2020-01-17 18:47:00-05:00,Bertin y Lalo,Quererte Jamás,187213
2020-01-17 18:51:00-05:00,Mi Sonora,Que Nadie Sepa Mi Sufrir,246320
2020-01-17 18:55:00-05:00,Carla Morrison,Eres Tú,228253
2020-01-17 18:59:00-05:00,Aleks Syntek,Duele El Amor,275373
2020-01-17 19:03:00-05:00,Gabby Tamez,La Mejor Version de Mi,204375
2020-01-17 19:07:00-05:00,Los Cumbieros Del Sur,Tarde de Mayo,261986
2020-01-17 19:10:00-05:00,Lila Downs,Cumbia del Mole,142191
2020-01-17 19:13:00-05:00,Na'an Stop,Lazy Susan,216160
2020-01-17 19:17:00-05:00,Oscar Solis,El Panama Wes,218000
2020-01-17 19:21:00-05:00,Las Cafeteras,El Zapateado,245520
2020-01-17 19:25:00-05:00,Los Yes Yes,No Estaré,237800
2020-01-17 20:23:00-05:00,Aaron Kamm and the One Drops,Make It Better,952
2020-01-17 20:23:00-05:00,Chavela Vargas,Cruz de olvido,252013
2020-01-17 20:23:00-05:00,Flipturn,Chicago,16021
2020-01-17 20:23:00-05:00,People Under The Stairs,Drinking and Jivin',3482
2020-01-17 20:23:00-05:00,Jake Quillin,Losing Sleep,534
2020-01-17 20:28:00-05:00,Aaron Kamm and the One Drops,Make It Better,294382
2020-01-17 20:31:00-05:00,Carter Reeves,Alone Time,206666
2020-01-17 20:36:00-05:00,Nortec Collective,Olvidela Compa,265133
2020-01-17 20:38:00-05:00,Los Grandes De Tijuana,A Salud de Todas Ellas,155400
2020-01-17 20:41:00-05:00,Flor de Toloache,Indestructible,142395
2020-01-17 20:42:00-05:00,La Gusana Ciega,1987,9311
2020-01-17 20:42:00-05:00,Café Tacvba,Eres,2972
2020-01-17 20:42:00-05:00,Los Armadillos de la Sierra,A Quién Quiero Engañar,53247
2020-01-17 20:44:00-05:00,Johan Lenox,High in the Woods (feat. Vic Mensa),101053
2020-01-17 20:47:00-05:00,Rayland Baxter,Willy's Song,191912
2020-01-17 21:54:00-05:00,Pepe Aguilar,Prometí Olvidarte,56912
2020-01-17 21:56:00-05:00,Natalia Lafourcade,Hasta la Raíz,0
2020-01-17 21:56:00-05:00,Maná,Mariposa Traicionera,325
2020-01-17 21:56:00-05:00,Bostich+Fussible,Tijuana Sound Machine,0
2020-01-17 21:56:00-05:00,Zack Fox,Jesus Is The One (I Got Depression),112800
2020-01-17 21:56:00-05:00,Mexican Institute Of Sound,Mirando a Las Muchachas,0
2020-01-17 21:56:00-05:00,Flor de Toloache,Huapango Medley: Malaguena Salerosa / El Pastor / La Cigarra,0
2020-01-17 21:56:00-05:00,Voces Del Rancho,Con Dinero,0
2020-01-17 21:56:00-05:00,Dueto Los Armadillos,Flores Finas,0
2020-01-17 21:56:00-05:00,Dueto Los Armadillos,El Prisionero,0
2020-01-17 21:56:00-05:00,Los Rieleros Del Norte,Delirando,0
2020-01-17 21:56:00-05:00,La Ventaja,Yo Te Necesito,0
2020-01-17 21:56:00-05:00,Dueto Hermanos Salgado,Joven Hermosa,0
2020-01-17 21:56:00-05:00,Oscar Solis Y Su Banda Magistral,El Solito,0
2020-01-17 21:56:00-05:00,Banda La Ejecutiva de Mazatlan Sinaloa,Así Me Fue Contigo,4030
2020-01-17 21:56:00-05:00,Bertin y Lalo,Maldito y Bendito Dinero,0
2020-01-17 21:56:00-05:00,Ximena Sariñana,Vidas Paralelas,0
2020-01-17 21:56:00-05:00,Los Armadillos de la Sierra,Luna Llena,0
2020-01-17 21:56:00-05:00,Bertin y Lalo,Ojitos Provincianos,0
2020-01-17 21:56:00-05:00,Conjunto Tropical Mar Azul De Jesus Hernández,Fernando el Pelón,789
2020-01-17 21:56:00-05:00,Puras Chilenas Destacadas,Popurrí Chilenas,0
2020-01-17 21:56:00-05:00,Los Cumbieros Del Sur,Dimelo De Frente,0
2020-01-17 21:57:00-05:00,Grupo Irremediable,El Centenario,0
2020-01-17 21:57:00-05:00,Oscar Solis Y Su Banda Magistral,El Nuevo Comandante,0
2020-01-17 21:57:00-05:00,OC,Anotha One,208
2020-01-17 21:57:00-05:00,OC,Anotha One,835
2020-01-17 21:57:00-05:00,Van Morrison,Days Like This,39775
2020-01-17 21:57:00-05:00,Van Morrison,Days Like This,185
2020-01-17 21:57:00-05:00,Van Morrison,Days Like This,487
2020-01-17 21:57:00-05:00,Dom Kennedy,New Jeeps Feat Asher Roth & Mikey Rocks,812
2020-01-17 21:57:00-05:00,Dom Kennedy,New Jeeps Feat Asher Roth & Mikey Rocks,1184
2020-01-17 21:57:00-05:00,Twiddle,Jamflowman,185
2020-01-17 21:57:00-05:00,Freddie Gibbs,Stay Down,464
2020-01-17 21:57:00-05:00,Freddie Gibbs,Stay Down,208
2020-01-17 21:57:00-05:00,Freddie Gibbs,Stay Down,998
2020-01-17 22:00:00-05:00,Magic City Hippies,Franny,195253
2020-01-17 22:01:00-05:00,BROCKHAMPTON,GUMMY,23721
2020-01-17 22:07:00-05:00,Ripe,Goon Squad,316742
2020-01-17 22:55:00-05:00,Nappy Roots,Melting Pot,4481
2020-01-17 22:55:00-05:00,Guantanamo Bay Surf Club,Halves and Quarters,2182
2020-01-17 22:55:00-05:00,The Strokes,Reptilia,182543
2020-01-17 23:00:00-05:00,Caamp,Going to the Country,261013
2020-01-17 23:05:00-05:00,Spoon,Inside Out,301960
2020-01-17 23:12:00-05:00,ALO,Cowboys And Chorus Girls,465146
2020-01-17 23:13:00-05:00,Branchez,Squad,1648
2020-01-17 23:13:00-05:00,CyHi The Prynce,Sweet Georgia (feat. Greg Street),41980
2020-01-17 23:13:00-05:00,Via Luna,"If You Can't Vibe With the Peter Criss Jazz, You Must Be Dead",2716
2020-01-17 23:14:00-05:00,Night Spins,Knockin',75859
2020-01-17 23:18:00-05:00,Próxima Parada,Desert Bloom II,210280
2020-01-17 23:23:00-05:00,Cole William,Rituals,305562
2020-01-17 23:24:00-05:00,Del The Funky Homosapien,Sunny Meadowz,4783
2020-01-17 23:24:00-05:00,Boy Named Banjo,Good Feel,71597
2020-01-17 23:29:00-05:00,Solship,City Lights - Radio Edit,304826
2020-01-17 23:32:00-05:00,Gift Of Gab,Protocol,178280
2020-01-17 23:37:00-05:00,Surfaces,Loving,253698
2020-01-17 23:39:00-05:00,DISTINCT LIFE,Detroiters Theme (feat. 6aamm),156000
2020-01-17 23:43:00-05:00,Big Wild,Show Me,227555
2020-01-17 23:46:00-05:00,Spree Wilson,Champagne Supernova,173583
2020-01-17 23:47:00-05:00,Bombargo,Let It Grow,85409
2020-01-18 08:15:00-05:00,Mac Miller,Circles,1207
2020-01-18 08:19:00-05:00,Mac Miller,Blue World,209440
2020-01-18 08:19:00-05:00,Mac Miller,Good News,8990
2020-01-18 08:23:00-05:00,Mac Miller,I Can See,220853
2020-01-18 08:27:00-05:00,Mac Miller,Everybody,256506
2020-01-18 08:31:00-05:00,Mac Miller,Woods,247450
2020-01-18 08:36:00-05:00,Mac Miller,Hand Me Downs,298440
2020-01-18 08:40:00-05:00,Mac Miller,That's On Me,217868
2020-01-18 08:43:00-05:00,Mac Miller,Hands,199981
2020-01-18 08:53:00-05:00,Mac Miller,Surf,168460
2020-01-18 08:57:00-05:00,Caamp,John Henry,196028
2020-01-18 09:00:00-05:00,The Dip,Sure Don't Miss You,174520
2020-01-18 09:05:00-05:00,moe.,Blue Jeans Pizza,316426
2020-01-18 09:09:00-05:00,Michigan Rattlers,Strain of Cancer,230613
2020-01-18 09:12:00-05:00,Houndmouth,Comin' Round Again,219800
2020-01-18 09:22:00-05:00,Pigeons Playing Ping Pong,Horizon,575120
2020-01-18 09:26:00-05:00,Jukebox The Ghost,Girl - The Wild Honey Pie Buzzsession,229936
2020-01-18 09:30:00-05:00,Darlingside,White Horses,252568
2020-01-18 09:35:00-05:00,Lord Huron,Time to Run,323973
2020-01-18 09:35:00-05:00,Twiddle,Moments,0
2020-01-18 09:38:00-05:00,Rayland Baxter,Willy's Song,126780
2020-01-18 10:40:00-05:00,Gramatik,Just Jammin',389500
2020-01-18 10:45:00-05:00,Tom Morello,Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),278297
2020-01-18 10:48:00-05:00,Gramatik,Hit That Jive,203050
2020-01-18 10:52:00-05:00,Gramatik,While I Was Playin' Fair,244966
2020-01-18 10:56:00-05:00,Gramatik,Dungeon Sound,232680
2020-01-18 11:01:00-05:00,Gramatik,"Satoshi Nakamoto (feat. Adrian Lau, ProbCause)",266670
2020-01-18 11:05:00-05:00,Gramatik,Skylight,226333
2020-01-18 11:10:00-05:00,Gramatik,So Much for Love,334117
2020-01-18 11:13:00-05:00,Gramatik,East River Soul,193043
2020-01-18 11:18:00-05:00,Gramatik,Don't Give Up,255319
2020-01-18 11:21:00-05:00,Gramatik,Requiem for Peace,219534
2020-01-18 11:25:00-05:00,Gramatik,Vitalik Buterin,224516
2020-01-18 11:29:00-05:00,Gramatik,Don't Mind It VIP,248671
2020-01-18 11:34:00-05:00,Gramatik,Funk It VIP,286601
2020-01-18 11:39:00-05:00,Gramatik,Better Believe It Now,300000
2020-01-18 11:45:00-05:00,Gramatik,Saturnia,371320
2020-01-18 11:49:00-05:00,Gramatik,Puff Your Cares Away,201600
2020-01-18 11:50:00-05:00,Gramatik,Tempus Illusio (Intro),88716
2020-01-18 11:54:00-05:00,Gramatik,Satoshi Nakamoto,266670
2020-01-18 11:58:00-05:00,Gramatik,War Of The Currents,227225
2020-01-18 12:02:00-05:00,Gramatik,Native Son,240031
2020-01-18 12:07:00-05:00,Gramatik,Native Son Prequel,253714
2020-01-18 12:10:00-05:00,Gramatik,Room 3327,180000
2020-01-18 12:14:00-05:00,Gramatik,Eat Liver!,248527
2020-01-18 12:17:00-05:00,Gramatik,Back To The Future,180000
2020-01-18 12:21:00-05:00,Gramatik,Corporate Demons,265178
2020-01-18 12:25:00-05:00,Gramatik,Anima Mundi,220875
2020-01-18 12:29:00-05:00,Gramatik,Satoshi Nakamoto - Instrumental,266666
2020-01-18 12:33:00-05:00,Gramatik,War Of The Currents - Instrumental,227200
2020-01-18 12:37:00-05:00,Gramatik,Native Son - Instrumental,240000
2020-01-18 12:41:00-05:00,Gramatik,Native Son Prequel - Instrumental,253714
2020-01-18 12:45:00-05:00,Gramatik,Eat Liver! - Instrumental,248527
2020-01-18 12:48:00-05:00,Gramatik,Back To The Future - Instrumental,180000
2020-01-18 12:53:00-05:00,Gramatik,Native Son Prequel - Dabin Remix,269000
2020-01-18 12:57:00-05:00,Gramatik,Native Son Prequel - Jenaux Remix,255746
2020-01-18 13:01:00-05:00,Gramatik,Native Son Prequel - MYRNE Remix,215111
2020-01-18 13:06:00-05:00,Gramatik,Anima Mundi - Luxas Remix,307200
2020-01-18 13:09:00-05:00,Gramatik,Anima Mundi - Kotek Remix,213571
2020-01-18 13:11:00-05:00,Gramatik,Satoshi Nakamoto - Beat Fatigue Remix,108665
2020-01-18 13:11:00-05:00,Mt. Joy,Silver Lining,59940
2020-01-18 13:14:00-05:00,Gramatik,Satoshi Nakamoto - Beat Fatigue Remix,191431
2020-01-18 13:19:00-05:00,Gramatik,Satoshi Nakamoto - Cobrayama Remix,209497
2020-01-18 14:51:00-05:00,Gramatik,Satoshi Nakamoto - Cobrayama Remix,5674
2020-01-18 14:51:00-05:00,Gramatik,Satoshi Nakamoto - Beat Fatigue Remix,512
2020-01-18 14:51:00-05:00,Gramatik,Satoshi Nakamoto - Psymbionic Remix,14528
2020-01-18 15:21:00-05:00,Gramatik,Just Jammin',389500
2020-01-18 15:22:00-05:00,Chill Bump,Modern Man Intermission,21202
2020-01-18 15:22:00-05:00,Jurassic 5,What's Golden,18227
2020-01-18 15:26:00-05:00,Gramatik,The Culture,228504
2020-01-18 15:29:00-05:00,Gramatik,I'm Doin' My Thang,184414
2020-01-18 15:33:00-05:00,Gramatik,Tearin' It Up,243184
2020-01-18 15:37:00-05:00,Gramatik,Deal With The Real,241125
2020-01-18 15:41:00-05:00,Gramatik,Street Soul 101,219750
2020-01-18 15:44:00-05:00,Gramatik,Smooth While Raw,219828
2020-01-18 15:48:00-05:00,Gramatik,Boom Bap Reinstated,216687
2020-01-18 15:52:00-05:00,Gramatik,Chillaxin' By The Sea,240625
2020-01-18 15:56:00-05:00,Gramatik,Still Here,210250
2020-01-18 16:37:00-05:00,Gramatik,Just Jammin',23708
2020-01-18 16:40:00-05:00,Gramatik,Orchestrated Incident,222500
2020-01-18 16:45:00-05:00,Gramatik,What More Can I Say,300500
2020-01-18 16:48:00-05:00,Gramatik,Makes Me Wonder,120123
2020-01-18 17:51:00-05:00,Gramatik,Makes Me Wonder,20155
2020-01-18 17:55:00-05:00,Gramatik,A Bright Day,272500
2020-01-18 17:59:00-05:00,Gramatik,Lonely & Cold,190750
2020-01-18 18:02:00-05:00,Gramatik,Hit That Jive,203050
2020-01-18 18:06:00-05:00,Gramatik,Indigo Child,236625
2020-01-18 18:09:00-05:00,Gramatik,Don't You Know,168071
2020-01-18 22:36:00-05:00,Caamp,Vagabond,1792
2020-01-18 22:36:00-05:00,Gramatik,Just Jammin',209344
2020-01-18 22:38:00-05:00,Caamp,I Keep Going,31168
2020-01-18 22:41:00-05:00,Wilderado,Rubble To Rubble,204000
2020-01-18 22:44:00-05:00,Mt. Joy,Julia,190453
2020-01-18 22:47:00-05:00,Michigan Rattlers,Drinking Song,171840
2020-01-18 22:47:00-05:00,Caamp,I Keep Going,23929
2020-01-18 22:52:00-05:00,Caamp,John Henry,196028
2020-01-18 22:55:00-05:00,The Dip,Sure Don't Miss You,174520
2020-01-18 23:00:00-05:00,moe.,Blue Jeans Pizza,316426
2020-01-18 23:03:00-05:00,Michigan Rattlers,Strain of Cancer,179279
2020-01-19 07:56:00-05:00,Caamp,See the World,138451
2020-01-19 08:00:00-05:00,Matt Costa,Call My Name,45814
2020-01-19 08:00:00-05:00,"Sir, Please",Good Love (Feel Like This),197213
2020-01-19 08:04:00-05:00,Donnie and the Dry Heavers,Graveyards,236097
2020-01-19 08:11:00-05:00,Donnie and the Dry Heavers,When I Leave Here,369302
2020-01-19 08:14:00-05:00,Donnie and the Dry Heavers,Troubled Son,211794
2020-01-19 08:18:00-05:00,Donnie and the Dry Heavers,Falling Asleep,204000
2020-01-19 08:21:00-05:00,Donnie and the Dry Heavers,So So,209453
2020-01-19 08:22:00-05:00,Donnie and the Dry Heavers,Sonnet I,61863
2020-01-19 08:28:00-05:00,Donnie and the Dry Heavers,Learning to Love,359395
2020-01-19 08:30:00-05:00,Donnie and the Dry Heavers,In My Room,127724
2020-01-19 08:33:00-05:00,Caamp,See the World,138451
2020-01-19 08:36:00-05:00,"Sir, Please",Good Love (Feel Like This),197213
2020-01-19 08:38:00-05:00,Matt Costa,Call My Name,117720
2020-01-19 08:40:00-05:00,Matt Duncan,Good Times,145386
2020-01-19 08:44:00-05:00,Red Hot Chili Peppers,Scar Tissue,215906
2020-01-19 08:49:00-05:00,Ripe,Goon Squad,316742
2020-01-19 08:54:00-05:00,The Revivalists,Wish I Knew You,274093
2020-01-19 08:55:00-05:00,Pretty Vicious,These Four Walls,55050
2020-01-19 09:00:00-05:00,Orgone,Sophisticated Honky,296453
2020-01-19 09:03:00-05:00,Decorator,Mad Cali Transit,226453
2020-01-19 09:06:00-05:00,Donnie and the Dry Heavers,So So,179999
2020-01-19 09:09:00-05:00,The Luka State,Bury Me,178718
2020-01-19 09:12:00-05:00,Drugdealer,The End Of Comedy,151066
2020-01-19 09:16:00-05:00,The Moondoggies,Black Shoe,234813
2020-01-19 09:20:00-05:00,Stop Light Observations,Circadian Rhythms (Dusk),267206
2020-01-19 09:23:00-05:00,Slick Naim,Turnt Tonight,169779
2020-01-19 09:26:00-05:00,Bahamas,No Depression,186946
2020-01-19 09:29:00-05:00,Mt. Joy,Astrovan,186133
2020-01-19 09:34:00-05:00,Leo Kottke,Ya Mar,301573
2020-01-19 09:52:00-05:00,Part Time,Pussy of my Dreams,86065
2020-01-19 09:56:00-05:00,Rayland Baxter,Willy's Song,223546
2020-01-19 09:59:00-05:00,Coast Modern,Guru,204066
2020-01-19 10:01:00-05:00,The Copper Children,Mary Jane,131475
2020-01-19 10:05:00-05:00,Daniel Rodriguez,Steal the Night Away (Radio Edit),246418
2020-01-19 10:09:00-05:00,Dent May,Meet Me in the Garden,201560
2020-01-19 10:13:00-05:00,Caamp,Keep the Blues Away,233840
2020-01-19 10:16:00-05:00,Netherfriends,Uptown Boys,119897
2020-01-19 10:19:00-05:00,Zack Fox,Jesus Is The One (I Got Depression),3244
2020-01-19 10:19:00-05:00,Donnie and the Dry Heavers,So So,179999
2020-01-19 10:20:00-05:00,Mac Miller,Good News,12138
2020-01-19 10:23:00-05:00,Bumpin Uglies,All in Stride,199829
2020-01-19 10:27:00-05:00,Yarn,Fussin' and Fightin',223040
2020-01-19 10:55:00-05:00,Yarn,Love / Hate,123626
2020-01-19 10:59:00-05:00,Yarn,Carolina Heart,217836
2020-01-19 11:02:00-05:00,Yarn,Bad Bad Man,155613
2020-01-19 11:05:00-05:00,Yarn,Don't Break My Heart Again,214253
2020-01-19 11:06:00-05:00,Yarn,This Is the Year,34583
2020-01-19 11:09:00-05:00,The Delta Riggs,Baddest Motherfucker in the Beehive,172346
2020-01-19 11:46:00-05:00,Sword Beach,Feelin It,219601
2020-01-19 11:51:00-05:00,Duncan Fellows,Sleeper,302622
2020-01-19 11:56:00-05:00,Bedon,Untitled,273476
2020-01-19 12:01:00-05:00,Eligh,Littles,297013
2020-01-19 12:04:00-05:00,Boy & Bear,Back to Black,203080
2020-01-19 12:10:00-05:00,Flipturn,Chicago,319821
2020-01-19 12:13:00-05:00,Na'an Stop,Lazy Susan,216160
2020-01-19 12:13:00-05:00,People Under The Stairs,Drinking and Jivin',13195
2020-01-19 12:18:00-05:00,Caamp,Going to the Country,261013
2020-01-19 12:20:00-05:00,Cole William,Rituals,120347
2020-01-19 12:24:00-05:00,Yarn,Fussin' and Fightin',228906
2020-01-19 12:27:00-05:00,Donnie and the Dry Heavers,So So,179999
2020-01-19 12:29:00-05:00,Zack Fox,Jesus Is The One (I Got Depression),112800
2020-01-19 12:33:00-05:00,Mac Miller,Good News,30080
2020-01-19 12:33:00-05:00,Mac Miller,Good News,234304
2020-01-19 12:33:00-05:00,Gramatik,Muy Tranquilo,2613
2020-01-19 12:33:00-05:00,Gramatik,Window Ghost,1813
2020-01-19 12:38:00-05:00,Gramatik,It's Just a Ride,300681
2020-01-19 12:44:00-05:00,Gramatik,Damage Intended,329998
2020-01-19 12:47:00-05:00,Gramatik,Brave Men (feat. Eskobars),227818
2020-01-19 12:50:00-05:00,Gramatik,Itz Over,150691
2020-01-19 12:54:00-05:00,Gramatik,Native Son - The Geek x Vrv Remix,220235
2020-01-19 12:57:00-05:00,Gramatik,Future Crypto,206117
2020-01-19 13:04:00-05:00,Gramatik,Under Pressure,423903
2020-01-19 13:08:00-05:00,Gramatik,Makes Me Wonder,229562
2020-01-19 13:12:00-05:00,Gramatik,Native Son - The Geek x Vrv Remix,220235
2020-01-19 13:15:00-05:00,Gramatik,Victory,202268
2020-01-19 13:19:00-05:00,Gramatik,Prime Time,5535
2020-01-19 13:19:00-05:00,Gramatik,One Drink - Instrumental Mix,208947
2020-01-19 13:23:00-05:00,Gramatik,Indigo Child,236625
2020-01-19 13:26:00-05:00,Gramatik,A Bright Day (Phat Cut Remix),236086
2020-01-19 13:30:00-05:00,Gramatik,Lonely & Cold,190750
2020-01-19 13:34:00-05:00,Gramatik,Deal With The Real,241125
2020-01-19 13:37:00-05:00,Gramatik,Street Soul 101,219750
2020-01-19 13:41:00-05:00,Gramatik,Still Here,210250
2020-01-19 13:45:00-05:00,Gramatik,Orchestrated Incident,222500
2020-01-19 13:49:00-05:00,Gramatik,The Culture,6559
2020-01-19 13:49:00-05:00,Gramatik,I'm Free,3690
2020-01-19 13:49:00-05:00,Gramatik,Tearin' It Up,256437
2020-01-19 13:53:00-05:00,Gramatik,Boom Bap Reinstated,216687
2020-01-19 13:57:00-05:00,Gramatik,The Prophet (Version 2.0),253793
2020-01-19 14:01:00-05:00,Gramatik,Chillaxin' By The Sea,240625
2020-01-19 14:06:00-05:00,Gramatik,What More Can I Say,300500
2020-01-19 14:11:00-05:00,Gramatik,Don't You Know,292500
2020-01-19 14:14:00-05:00,Gramatik,I'm Doin' My Thang,184414
2020-01-19 14:18:00-05:00,Gramatik,Smooth While Raw,219828
2020-01-19 14:22:00-05:00,Gramatik,A Bright Day,272500
2020-01-19 14:26:00-05:00,Gramatik,Hit That Jive,203050
2020-01-19 14:32:00-05:00,Gramatik,Just Jammin',389500
2020-01-19 14:36:00-05:00,Gramatik,Makes Me Wonder,229562
2020-01-19 14:40:00-05:00,Gramatik,Skylight,226333
2020-01-19 14:44:00-05:00,GRiZ,Gotta Push On,273917
2020-01-19 14:46:00-05:00,Nightmares On Wax,Flip Ya Lid,117810
2020-01-19 15:03:00-05:00,Nightmares On Wax,Flip Ya Lid,156430
2020-01-19 15:08:00-05:00,Yarn,Fussin' and Fightin',228906
2020-01-19 16:49:00-05:00,Donnie and the Dry Heavers,So So,133458
2020-01-19 16:56:00-05:00,Gramatik,I'm Free,268250
2020-01-19 16:58:00-05:00,Gramatik,I'm Doin' My Thang,138290
2020-01-20 07:14:00-05:00,James Bay,Peer Pressure (Acoustic) [feat. Julia Michaels],1462
2020-01-20 07:14:00-05:00,John Mayer,Why Georgia,3808
2020-01-20 07:19:00-05:00,John Mayer,Why Georgia,268973
2020-01-20 07:22:00-05:00,James Bay,Peer Pressure (Acoustic) [feat. Julia Michaels],176880
2020-01-20 07:25:00-05:00,H.E.R.,Hard Place - Single Version,210303
2020-01-20 07:28:00-05:00,The Beatles,Here Comes The Sun - Remastered 2009,185733
2020-01-20 07:32:00-05:00,James Arthur,Breathe,199066
2020-01-20 07:36:00-05:00,John Mayer,No Such Thing,231466
2020-01-20 07:39:00-05:00,Gabrielle Aplin,Losing Me,180640
2020-01-20 07:42:00-05:00,Jeremy Zucker,comethru (with Bea Miller),181626
2020-01-20 07:45:00-05:00,H.E.R.,Best Part (feat. Daniel Caesar),209400
